"Step","00_ablation_policy_32_6789_24576envs_mixed_expl_learn_param_lf_1p_18_01_21h04m46s - successes/time","00_ablation_policy_32_6789_24576envs_mixed_expl_learn_param_lf_1p_18_01_21h04m46s - successes/time__MIN","00_ablation_policy_32_6789_24576envs_mixed_expl_learn_param_lf_1p_18_01_21h04m46s - successes/time__MAX","00_ablation_32_98765_24576envs_mixed_expl_learn_param_lf_1p_18_01_21h03m00s - successes/time","00_ablation_32_98765_24576envs_mixed_expl_learn_param_lf_1p_18_01_21h03m00s - successes/time__MIN","00_ablation_32_98765_24576envs_mixed_expl_learn_param_lf_1p_18_01_21h03m00s - successes/time__MAX","00_ablation_32_2023_24576envs_mixed_expl_learn_param_lf_1p_18_01_21h01m18s - successes/time","00_ablation_32_2023_24576envs_mixed_expl_learn_param_lf_1p_18_01_21h01m18s - successes/time__MIN","00_ablation_32_2023_24576envs_mixed_expl_learn_param_lf_1p_18_01_21h01m18s - successes/time__MAX","00_ablation_policy_32_12345_24576envs_mixed_expl_learn_param_lf_1p_18_01_20h59m09s - successes/time","00_ablation_policy_32_12345_24576envs_mixed_expl_learn_param_lf_1p_18_01_20h59m09s - successes/time__MIN","00_ablation_policy_32_12345_24576envs_mixed_expl_learn_param_lf_1p_18_01_20h59m09s - successes/time__MAX","00_ablation_32_42_24576envs_mixed_expl_learn_param_lf_1p_18_01_20h54m54s - successes/time","00_ablation_32_42_24576envs_mixed_expl_learn_param_lf_1p_18_01_20h54m54s - successes/time__MIN","00_ablation_32_42_24576envs_mixed_expl_learn_param_lf_1p_18_01_20h54m54s - successes/time__MAX"
"7998","20.6328125","20.6328125","20.6328125","22.73958396911621","22.73958396911621","22.73958396911621","20.38671875","20.38671875","20.38671875","21.6015625","21.6015625","21.6015625","16.01692771911621","16.01692771911621","16.01692771911621"
"7999","20.62109375","20.62109375","20.62109375","","","","20.546875","20.546875","20.546875","21.59375","21.59375","21.59375","16.002605438232422","16.002605438232422","16.002605438232422"
"8000","20.703125","20.703125","20.703125","22.983074188232422","22.983074188232422","22.983074188232422","20.52083396911621","20.52083396911621","20.52083396911621","","","","15.884115219116211","15.884115219116211","15.884115219116211"
"8001","20.90755271911621","20.90755271911621","20.90755271911621","","","","20.420574188232422","20.420574188232422","20.420574188232422","21.75520896911621","21.75520896911621","21.75520896911621","15.897135734558105","15.897135734558105","15.897135734558105"
"8002","20.861980438232422","20.861980438232422","20.861980438232422","","","","20.44921875","20.44921875","20.44921875","21.90234375","21.90234375","21.90234375","15.973958969116211","15.973958969116211","15.973958969116211"
"8003","20.7890625","20.7890625","20.7890625","22.90364646911621","22.90364646911621","22.90364646911621","20.518230438232422","20.518230438232422","20.518230438232422","21.86328125","21.86328125","21.86328125","16.01692771911621","16.01692771911621","16.01692771911621"
"8004","","","","22.90234375","22.90234375","22.90234375","20.52083396911621","20.52083396911621","20.52083396911621","21.984375","21.984375","21.984375","15.9453125","15.9453125","15.9453125"
"8005","20.768230438232422","20.768230438232422","20.768230438232422","","","","","","","22.026042938232422","22.026042938232422","22.026042938232422","16.05989646911621","16.05989646911621","16.05989646911621"
"8006","20.8046875","20.8046875","20.8046875","22.93489646911621","22.93489646911621","22.93489646911621","","","","21.998699188232422","21.998699188232422","21.998699188232422","16.06380271911621","16.06380271911621","16.06380271911621"
"8007","","","","23.015625","23.015625","23.015625","","","","21.9296875","21.9296875","21.9296875","16.00520896911621","16.00520896911621","16.00520896911621"
"8008","20.834636688232422","20.834636688232422","20.834636688232422","23.111980438232422","23.111980438232422","23.111980438232422","20.756511688232422","20.756511688232422","20.756511688232422","21.858074188232422","21.858074188232422","21.858074188232422","16.0703125","16.0703125","16.0703125"
"8009","20.68359375","20.68359375","20.68359375","","","","20.75911521911621","20.75911521911621","20.75911521911621","21.80859375","21.80859375","21.80859375","15.973958969116211","15.973958969116211","15.973958969116211"
"8010","20.6328125","20.6328125","20.6328125","","","","20.80208396911621","20.80208396911621","20.80208396911621","21.72395896911621","21.72395896911621","21.72395896911621","16.04817771911621","16.04817771911621","16.04817771911621"
"8011","20.572917938232422","20.572917938232422","20.572917938232422","23.080730438232422","23.080730438232422","23.080730438232422","20.756511688232422","20.756511688232422","20.756511688232422","21.701824188232422","21.701824188232422","21.701824188232422","","",""
"8012","","","","22.975261688232422","22.975261688232422","22.975261688232422","20.68489646911621","20.68489646911621","20.68489646911621","","","","","",""
"8013","20.565105438232422","20.565105438232422","20.565105438232422","22.99739646911621","22.99739646911621","22.99739646911621","20.78255271911621","20.78255271911621","20.78255271911621","21.74609375","21.74609375","21.74609375","","",""
"8014","20.572917938232422","20.572917938232422","20.572917938232422","22.953125","22.953125","22.953125","","","","21.787761688232422","21.787761688232422","21.787761688232422","","",""
"8015","20.73046875","20.73046875","20.73046875","22.936199188232422","22.936199188232422","22.936199188232422","20.79427146911621","20.79427146911621","20.79427146911621","","","","16.611980438232422","16.611980438232422","16.611980438232422"
"8016","20.553386688232422","20.553386688232422","20.553386688232422","22.846355438232422","22.846355438232422","22.846355438232422","20.78255271911621","20.78255271911621","20.78255271911621","21.768230438232422","21.768230438232422","21.768230438232422","16.635417938232422","16.635417938232422","16.635417938232422"
"8017","20.529949188232422","20.529949188232422","20.529949188232422","22.80989646911621","22.80989646911621","22.80989646911621","20.90234375","20.90234375","20.90234375","21.752605438232422","21.752605438232422","21.752605438232422","","",""
"8018","20.43099021911621","20.43099021911621","20.43099021911621","22.89192771911621","22.89192771911621","22.89192771911621","20.897136688232422","20.897136688232422","20.897136688232422","21.717449188232422","21.717449188232422","21.717449188232422","16.705730438232422","16.705730438232422","16.705730438232422"
"8019","20.475261688232422","20.475261688232422","20.475261688232422","22.82161521911621","22.82161521911621","22.82161521911621","20.834636688232422","20.834636688232422","20.834636688232422","21.78645896911621","21.78645896911621","21.78645896911621","","",""
"8020","20.53515625","20.53515625","20.53515625","22.760417938232422","22.760417938232422","22.760417938232422","20.873699188232422","20.873699188232422","20.873699188232422","21.84895896911621","21.84895896911621","21.84895896911621","16.744792938232422","16.744792938232422","16.744792938232422"
"8021","20.467449188232422","20.467449188232422","20.467449188232422","22.694011688232422","22.694011688232422","22.694011688232422","20.967449188232422","20.967449188232422","20.967449188232422","21.897136688232422","21.897136688232422","21.897136688232422","16.78645896911621","16.78645896911621","16.78645896911621"
"8022","","","","","","","20.9453125","20.9453125","20.9453125","21.678386688232422","21.678386688232422","21.678386688232422","","",""
"8023","","","","22.639324188232422","22.639324188232422","22.639324188232422","","","","","","","","",""
"8024","20.209636688232422","20.209636688232422","20.209636688232422","22.467449188232422","22.467449188232422","22.467449188232422","","","","21.34505271911621","21.34505271911621","21.34505271911621","16.600261688232422","16.600261688232422","16.600261688232422"
"8025","20.18880271911621","20.18880271911621","20.18880271911621","","","","21.02734375","21.02734375","21.02734375","21.44270896911621","21.44270896911621","21.44270896911621","16.6328125","16.6328125","16.6328125"
"8026","20.17317771911621","20.17317771911621","20.17317771911621","22.61458396911621","22.61458396911621","22.61458396911621","21.109375","21.109375","21.109375","21.22395896911621","21.22395896911621","21.22395896911621","16.6328125","16.6328125","16.6328125"
"8027","","","","22.58984375","22.58984375","22.58984375","21.18359375","21.18359375","21.18359375","21.16796875","21.16796875","21.16796875","16.54296875","16.54296875","16.54296875"
"8028","19.96224021911621","19.96224021911621","19.96224021911621","22.59505271911621","22.59505271911621","22.59505271911621","","","","21.23828125","21.23828125","21.23828125","16.5390625","16.5390625","16.5390625"
"8029","","","","22.62239646911621","22.62239646911621","22.62239646911621","21.154949188232422","21.154949188232422","21.154949188232422","","","","16.522136688232422","16.522136688232422","16.522136688232422"
"8030","20.05599021911621","20.05599021911621","20.05599021911621","","","","21.06770896911621","21.06770896911621","21.06770896911621","","","","16.54296875","16.54296875","16.54296875"
"8031","20.03645896911621","20.03645896911621","20.03645896911621","","","","","","","20.75130271911621","20.75130271911621","20.75130271911621","16.44140625","16.44140625","16.44140625"
"8032","","","","","","","21","21","21","20.635417938232422","20.635417938232422","20.635417938232422","16.46614646911621","16.46614646911621","16.46614646911621"
"8033","","","","","","","21.15364646911621","21.15364646911621","21.15364646911621","","","","16.43880271911621","16.43880271911621","16.43880271911621"
"8034","","","","22.55989646911621","22.55989646911621","22.55989646911621","","","","20.67317771911621","20.67317771911621","20.67317771911621","16.463542938232422","16.463542938232422","16.463542938232422"
"8035","19.8359375","19.8359375","19.8359375","22.53125","22.53125","22.53125","21.15234375","21.15234375","21.15234375","20.580730438232422","20.580730438232422","20.580730438232422","16.40625","16.40625","16.40625"
"8036","19.82421875","19.82421875","19.82421875","","","","21.19921875","21.19921875","21.19921875","","","","16.338542938232422","16.338542938232422","16.338542938232422"
"8037","19.990886688232422","19.990886688232422","19.990886688232422","22.635417938232422","22.635417938232422","22.635417938232422","21.1640625","21.1640625","21.1640625","20.39192771911621","20.39192771911621","20.39192771911621","16.354167938232422","16.354167938232422","16.354167938232422"
"8038","20.111980438232422","20.111980438232422","20.111980438232422","22.61067771911621","22.61067771911621","22.61067771911621","","","","20.29817771911621","20.29817771911621","20.29817771911621","","",""
"8039","20.13802146911621","20.13802146911621","20.13802146911621","22.717449188232422","22.717449188232422","22.717449188232422","21.34375","21.34375","21.34375","20.32552146911621","20.32552146911621","20.32552146911621","","",""
"8040","20.158855438232422","20.158855438232422","20.158855438232422","22.68359375","22.68359375","22.68359375","21.32942771911621","21.32942771911621","21.32942771911621","20.171875","20.171875","20.171875","16.48177146911621","16.48177146911621","16.48177146911621"
"8041","20.22005271911621","20.22005271911621","20.22005271911621","","","","","","","20.19140625","20.19140625","20.19140625","16.483074188232422","16.483074188232422","16.483074188232422"
"8042","20.28125","20.28125","20.28125","","","","","","","20.053386688232422","20.053386688232422","20.053386688232422","16.459636688232422","16.459636688232422","16.459636688232422"
"8043","20.272136688232422","20.272136688232422","20.272136688232422","","","","21.40364646911621","21.40364646911621","21.40364646911621","","","","16.471355438232422","16.471355438232422","16.471355438232422"
"8044","20.471355438232422","20.471355438232422","20.471355438232422","22.81380271911621","22.81380271911621","22.81380271911621","21.37890625","21.37890625","21.37890625","20.15364646911621","20.15364646911621","20.15364646911621","16.47786521911621","16.47786521911621","16.47786521911621"
"8045","20.26302146911621","20.26302146911621","20.26302146911621","22.78645896911621","22.78645896911621","22.78645896911621","21.358074188232422","21.358074188232422","21.358074188232422","20.178386688232422","20.178386688232422","20.178386688232422","16.43489646911621","16.43489646911621","16.43489646911621"
"8046","20.28125","20.28125","20.28125","22.736980438232422","22.736980438232422","22.736980438232422","21.373699188232422","21.373699188232422","21.373699188232422","20.1875","20.1875","20.1875","16.342449188232422","16.342449188232422","16.342449188232422"
"8047","20.264324188232422","20.264324188232422","20.264324188232422","22.77474021911621","22.77474021911621","22.77474021911621","21.350261688232422","21.350261688232422","21.350261688232422","20.03255271911621","20.03255271911621","20.03255271911621","16.25520896911621","16.25520896911621","16.25520896911621"
"8048","20.295574188232422","20.295574188232422","20.295574188232422","","","","21.494792938232422","21.494792938232422","21.494792938232422","19.99349021911621","19.99349021911621","19.99349021911621","16.05078125","16.05078125","16.05078125"
"8049","20.23567771911621","20.23567771911621","20.23567771911621","22.8359375","22.8359375","22.8359375","21.46484375","21.46484375","21.46484375","19.82552146911621","19.82552146911621","19.82552146911621","16.09114646911621","16.09114646911621","16.09114646911621"
"8050","","","","22.795574188232422","22.795574188232422","22.795574188232422","","","","19.84765625","19.84765625","19.84765625","16.127605438232422","16.127605438232422","16.127605438232422"
"8051","20.311199188232422","20.311199188232422","20.311199188232422","22.91796875","22.91796875","22.91796875","21.34505271911621","21.34505271911621","21.34505271911621","19.654949188232422","19.654949188232422","19.654949188232422","","",""
"8052","","","","","","","21.342449188232422","21.342449188232422","21.342449188232422","","","","16.09505271911621","16.09505271911621","16.09505271911621"
"8053","20.25390625","20.25390625","20.25390625","","","","21.37890625","21.37890625","21.37890625","19.651042938232422","19.651042938232422","19.651042938232422","16.09375","16.09375","16.09375"
